id_Estacion;id_Dato (FK);Fecha;Dia;Mes;Anio;Temperatura Media [C];Temperatura Maxima [C];Temperatura Minima [C];Temperatura Media [F];Temperatura Maxima [F];Temperatura Minima [F];Lluvia [mm];Velocidad Media [km/h];Velocidad Maxima [km/h];Direccion Dominante;HR% Media;HR% Maxima;HR% Minima;Indice de Calor Media [C];Indice de Calor Maxima [C];Indice de Calor Minima [C];Indice de Calor Media [F];Indice de Calor Maxima [F];Indice de Calor Minima [F];Radiacion Global [w/m2];Radiacion Global Max [w/m2];UV Indice;UV Dosis;UV Indice Maximo;Evatranspiracion ET [mm] ;Punto de Rocio [Td] Media;Punto de Rocio [Td] Maxima;Punto de Rocio [Td] Minima
EEA06;12279;15/3/2014;15;3;2014;19,5;25,7;13,3;67,1;78,26;55,94;0,4;2,7;27,4;WSW;37;70;20;25,19;26,88;23,23;77,35;80,38;73,82;;;;;;;6,9;19,7;-2,7
EEA06;12280;16/3/2014;16;3;2014;18,6;23,6;14,6;65,48;74,48;58,28;0,4;5;48,3;WSW;47;84;24;25,86;23,48;24,56;78,54;74,26;76,21;;;;;;;8;20,4;-0,6
EEA06;12281;17/3/2014;17;3;2014;15,3;20,5;11,3;59,54;68,9;52,34;0;2,9;29;WSW;52;77;31;28,6;21,94;29,57;83,48;71,49;85,23;;;;;;;5,7;15,9;-2,5
EEA06;12282;18/3/2014;18;3;2014;16,8;24,4;6,6;62,24;75,92;43,88;0;0,6;11,3;NNW;50;96;26;27,09;23,96;31,58;80,77;75,14;88,84;;;;;;;6,8;23,6;-8,2
EEA06;12283;19/3/2014;19;3;2014;17,8;24,6;10,1;64,04;76,28;50,18;0;0,8;11,3;NW;54;76;39;26,13;25,37;34,29;79,03;77,67;93,72;;;;;;;8,6;19,8;-2,1
EEA06;12284;20/3/2014;20;3;2014;18,3;28,3;8,2;64,94;82,94;46,76;1,2;2,6;43,5;NW;58;96;24;25,46;35,94;28,37;77,83;96,7;83,06;;;;;;;9,9;27,5;-7
EEA06;12285;21/3/2014;21;3;2014;13,4;17,9;7,5;56,12;64,22;45,5;0;1,4;19,3;WSW;54;100;19;31,17;13,42;24,55;88,11;56,16;76,18;;;;;;;4,2;17,9;-8,7
EEA06;12286;22/3/2014;22;3;2014;17,2;29,2;6,9;62,96;84,56;44,42;0;0,5;11,3;WSW;34;62;17;25,81;31,71;22,8;78,46;89,07;73,05;;;;;;;4;21,6;-9,7
EEA06;12287;23/3/2014;23;3;2014;20,9;31,8;9,7;69,62;89,24;49,46;0;0,8;17,7;SSE;35;71;12;24,83;40,18;17,84;76,7;104,33;64,11;;;;;;;7,9;26;-7,9
EEA06;12288;24/3/2014;24;3;2014;16,1;21,4;11,1;60,98;70,52;51,98;0;3,1;30,6;SE;64;92;36;26,53;19,22;31,77;79,76;66,59;89,19;;;;;;;8,9;19,8;-1,7
EEA06;12289;25/3/2014;25;3;2014;16,9;24,3;6,2;62,42;75,74;43,16;0;0,3;11,3;SE;64;100;26;25,74;23,38;32,04;78,33;74,09;89,66;;;;;;;9,7;24,3;-8,6
EEA06;12290;26/3/2014;26;3;2014;20,2;28,4;10,9;68,36;83,12;51,62;0;0,2;16,1;NW;66;100;33;23,77;37,22;30,86;74,79;98,99;87,56;;;;;;;13,4;28,4;-2,5
EEA06;12291;27/3/2014;27;3;2014;21,6;30,8;15,7;70,88;87,44;60,26;0,4;0,3;12,9;NNW;70;96;38;23,4;46,29;27,34;74,11;115,33;81,22;;;;;;;15,6;30;3,3
EEA06;12292;28/3/2014;28;3;2014;21,6;32,5;13,3;70,88;90,5;55,94;0;0,5;19,3;NW;44;93;13;25,01;52,84;19,44;77,02;127,1;66,99;;;;;;;10,4;31,1;-4,1
EEA06;12293;29/3/2014;29;3;2014;19,4;26,6;13,5;66,92;79,88;56,3;4,2;1,1;17,7;WSW;54;100;26;25,22;30,43;25,8;77,39;86,77;78,44;;;;;;;10,2;26,6;-1,3
EEA06;12294;30/3/2014;30;3;2014;14,8;19,4;9,8;58,64;66,92;49,64;1;2,3;38,6;W;49;100;23;29,19;14,48;26,45;84,54;58,07;79,61;;;;;;;4,6;19,4;-5,6
EEA06;12295;31/3/2014;31;3;2014;14,6;24,4;5,6;58,28;75,92;42,08;0,4;0,3;16,1;WSW;52;93;18;29,47;24,18;24,43;85,05;75,52;75,97;;;;;;;5;23;-10,8
EEA06;12296;1/4/2014;1;4;2014;15,1;22,9;6,6;59,18;73,22;43,88;;0,8;17,7;SE;70;97;42;26,49;20,54;42,27;79,68;68,96;108,09;;;;;;;9,1;22,3;-5
EEA06;12297;2/4/2014;2;4;2014;15,4;16,7;14,1;59,72;62,06;57,38;;1;16,1;ESE;95;100;74;16,26;13,13;26,79;61,28;55,64;80,23;;;;;;;14,4;16,7;8,9
EEA06;12298;3/4/2014;3;4;2014;;;;32;32;32;;;;;;;;-8,78;-8,78;-8,78;16,19;16,19;16,19;;;;;;;-20;-20;-20
EEA06;12299;4/4/2014;4;4;2014;;;;32;32;32;;;;;;;;-8,78;-8,78;-8,78;16,19;16,19;16,19;;;;;;;-20;-20;-20
EEA06;12300;5/4/2014;5;4;2014;20,2;20,7;19,9;68,36;69,26;67,82;;2,4;19,3;SE;100;100;100;15,37;16,04;15,01;59,67;60,86;59,02;;;;;;;20,2;20,7;19,9
EEA06;12301;6/4/2014;6;4;2014;21,4;22;20,4;70,52;71,6;68,72;;2,9;19,3;SSE;100;100;100;17,11;18,17;15,63;62,8;64,71;60,13;;;;;;;21,4;22;20,4
EEA06;12302;7/4/2014;7;4;2014;20,1;22,3;19,1;68,18;72,14;66,38;;1,1;16,1;NNW;91;100;75;18,25;18,75;22,3;64,84;65,75;72,14;;;;;;;18,3;22,3;14,1
EEA06;12303;8/4/2014;8;4;2014;18,8;21,3;17,2;65,84;70,34;62,96;;1,8;27,4;NNW;87;100;75;18,96;16,95;23,1;66,13;62,51;73,59;;;;;;;16,2;21,3;12,2
EEA06;12304;9/4/2014;9;4;2014;19,6;23,6;14,7;67,28;74,48;58,46;;2,6;33,8;WSW;60;75;42;24,64;24,24;28,8;76,34;75,63;83,83;;;;;;;11,6;18,6;3,1
EEA06;12305;10/4/2014;10;4;2014;14,3;20,1;9,2;57,74;68,18;48,56;;1,8;30,6;NW;53;68;35;29,86;23,49;34,03;85,75;74,28;93,26;;;;;;;4,9;13,7;-3,8
EEA06;12306;11/4/2014;11;4;2014;13,1;21,7;7,8;55,58;71,06;46,04;;1,6;40,2;NW;68;87;33;30,04;20,67;35,08;86,07;69,2;95,14;;;;;;;6,7;19,1;-5,6
EEA06;12307;12/4/2014;12;4;2014;9,3;13,1;6,3;48,74;55,58;43,34;;7,2;41,8;WSW;53;75;35;39,14;28,12;38,89;102,46;82,62;101,99;;;;;;;-0,1;8,1;-6,7
EEA06;12308;13/4/2014;13;4;2014;9,3;17,2;0,7;48,74;62,96;33,26;;1,1;16,1;NNW;57;84;31;39,43;20,26;46,4;102,98;68,46;115,51;;;;;;;0,7;14;-13,1
EEA06;12309;14/4/2014;14;4;2014;14,4;23,7;6,9;57,92;74,66;44,42;;0,3;8;NW;63;81;38;28,86;23,88;39,57;83,94;74,99;103,22;;;;;;;7;19,9;-5,5
EEA06;12310;15/4/2014;15;4;2014;18,4;25;8,7;65,12;77;47,66;;0,5;22,5;WSW;58;83;36;25,4;25,82;35,3;77,72;78,47;95,53;;;;;;;10;21,6;-4,1
EEA06;12311;16/4/2014;16;4;2014;14,7;18,9;8,5;58,46;66,02;47,3;;2,3;30,6;WSW;49;74;23;29,31;22,57;27,36;84,76;72,62;81,24;;;;;;;4,5;13,7;-6,9
EEA06;12312;17/4/2014;17;4;2014;11,7;17,3;7,3;53,06;63,14;45,14;;2,4;27,4;WSW;42;61;24;32,65;25,84;29,16;90,77;78,51;84,48;;;;;;;0,1;9,5;-7,9
EEA06;12313;18/4/2014;18;4;2014;12,1;20,2;5,3;53,78;68,36;41,54;;1,6;29;NW;50;70;26;33,2;23,17;33,12;91,76;73,7;91,62;;;;;;;2,1;14,2;-9,5
EEA06;12314;19/4/2014;19;4;2014;12;16,4;7,4;53,6;61,52;45,32;;0,2;9,7;WSW;48;76;27;33,18;23,44;31,48;91,73;74,19;88,66;;;;;;;1,6;11,6;-7,2
EEA06;12315;20/4/2014;20;4;2014;13,5;21,3;5,4;56,3;70,34;41,72;;0,2;9,7;NW;57;80;31;30,9;21,71;37,47;87,62;71,07;99,45;;;;;;;4,9;17,3;-8,4
EEA06;12316;21/4/2014;21;4;2014;14,1;19,3;7,3;57,38;66,74;45,14;;0,5;16,1;SSE;56;83;32;30,04;20,26;35,2;86,06;68,47;95,37;;;;;;;5,3;15,9;-6,3
EEA06;12317;22/4/2014;22;4;2014;14,4;22,9;6,2;57,92;73,22;43,16;;0;8;SSE;67;84;41;28,13;22,53;42,68;82,64;72,56;108,82;;;;;;;7,8;19,7;-5,6
EEA06;12318;23/4/2014;23;4;2014;15,9;23,3;8,3;60,62;73,94;46,94;;0,6;12,9;SSE;65;83;45;26,58;23,16;39,69;79,84;73,7;103,45;;;;;;;8,9;19,9;-2,7
EEA06;12319;24/4/2014;24;4;2014;17,3;22,9;12,8;63,14;73,22;55,04;;0,6;16,1;SE;72;83;62;23,8;22,66;31,63;74,84;72,79;88,93;;;;;;;11,7;19,5;5,2
EEA06;12320;25/4/2014;25;4;2014;17,4;22,7;13,3;63,32;72,86;55,94;;1;16,1;ESE;76;84;62;22,7;22,29;30,75;72,86;72,12;87,34;;;;;;;12,6;19,5;5,7
EEA06;12321;26/4/2014;26;4;2014;19,9;24,3;17,3;67,82;75,74;63,14;;1,8;19,3;N;61;76;46;24,44;24,98;26,69;75,99;76,96;80,03;;;;;;;12,1;19,5;6,5
EEA06;12322;27/4/2014;27;4;2014;14,6;18,7;4,8;58,28;65,66;40,64;;1,6;27,4;WSW;55;80;23;29,38;21,1;30,6;84,89;69,98;87,09;;;;;;;5,6;14,7;-10,6
EEA06;12323;28/4/2014;28;4;2014;10,8;18,9;2,3;51,44;66,02;36,14;;0,2;11,3;ENE;59;83;25;35,92;20,23;35,98;96,65;68,41;96,76;;;;;;;2,6;15,5;-12,7
EEA06;12324;29/4/2014;29;4;2014;12,4;20,2;3,6;54,32;68,36;38,48;;0,2;9,7;NW;66;83;39;31,75;20,5;47,58;89,15;68,91;117,65;;;;;;;5,6;16,8;-8,6
EEA06;12325;30/4/2014;30;4;2014;15,5;21,6;8,7;59,9;70,88;47,66;;1,3;16,1;NW;70;100;45;25,99;17,45;38,84;78,79;63,41;101,91;;;;;;;9,5;21,6;-2,3
EEA06;12326;1/5/2014;1;5;2014;13,6;16,4;9,7;56,48;61,52;49,46;5,4;0,6;12,9;SSE;59;84;31;30,58;20,71;31,35;87,05;69,27;88,43;;;;;;;5,4;13,2;-4,1
EEA06;12327;2/5/2014;2;5;2014;12,3;16,8;9,1;54,14;62,24;48,38;0;0,2;8;NW;73;100;49;30,25;13,14;38,97;86,45;55,64;102,15;;;;;;;6,9;16,8;-1,1
EEA06;12328;3/5/2014;3;5;2014;14,1;21,1;8,4;57,38;69,98;47,12;0;0,8;16,1;NW;68;83;42;28,37;20,99;38,44;83,07;69,77;101,19;;;;;;;7,7;17,7;-3,2
EEA06;12329;4/5/2014;4;5;2014;16,4;22;11,4;61,52;71,6;52,52;0;1,3;29;NW;55;77;36;27,26;22,65;31,38;81,07;72,77;88,49;;;;;;;7,4;17,4;-1,4
EEA06;12330;5/5/2014;5;5;2014;13;20,3;6,6;55,4;68,54;43,88;0;0,5;11,3;NW;61;81;32;31,39;21,02;36,3;88,5;69,83;97,33;;;;;;;5,2;16,5;-7
EEA06;12331;6/5/2014;6;5;2014;9,4;13,7;5,2;48,92;56,66;41,36;2;0;8;NE;79;83;68;35,03;24,07;51,73;95,05;75,33;125,11;;;;;;;5,2;10,3;-1,2
EEA06;12332;7/5/2014;7;5;2014;14,2;16,9;9,3;57,56;62,42;48,74;0,2;1,1;19,3;SSW;76;95;67;26,01;15,7;38,76;78,82;60,26;101,76;;;;;;;9,4;15,9;2,7
EEA06;12333;8/5/2014;8;5;2014;12,2;17,6;6,7;53,96;63,68;44,06;0,2;0;8;ENE;75;100;61;29,82;13,3;46,82;85,68;55,94;116,28;;;;;;;7,2;17,6;-1,1
EEA06;12334;9/5/2014;9;5;2014;14,4;18,3;11,6;57,92;64,94;52,88;0;0,5;16,1;NW;77;82;66;25,39;20,58;33,38;77,7;69,04;92,09;;;;;;;9,8;14,7;4,8
EEA06;12335;10/5/2014;10;5;2014;14;17;11,8;57,2;62,6;53,24;0;0,6;12,9;NW;79;83;74;25,25;20,71;30,97;77,45;69,28;87,75;;;;;;;9,8;13,6;6,6
EEA06;12336;11/5/2014;11;5;2014;10,9;17,8;3,1;51,62;64,04;37,58;0;0,2;11,3;SSW;67;83;36;34,75;20,38;46,32;94,55;68,68;115,38;;;;;;;4,3;14,4;-9,7
EEA06;12337;12/5/2014;12;5;2014;13,9;18,6;11,2;57,02;65,48;52,16;0;1,9;16,1;NNW;71;100;39;27,96;13,82;32,61;82,32;56,88;90,7;;;;;;;8,1;18,6;-1
EEA06;12338;13/5/2014;13;5;2014;14,1;17,3;12;57,38;63,14;53,6;0,2;0,8;16,1;NNW;71;83;57;27,65;20,57;33,53;81,76;69,02;92,36;;;;;;;8,3;13,9;3,4
EEA06;12339;14/5/2014;14;5;2014;13,1;17;10,2;55,58;62,6;50,36;1;0,5;16,1;NNW;84;100;54;24,57;13,16;37,19;76,23;55,68;98,95;;;;;;;9,9;17;1
EEA06;12340;15/5/2014;15;5;2014;11,9;14,5;9,7;53,42;58,1;49,46;0;0;8;W;91;100;74;23;13,89;36;73,41;57,01;96,81;;;;;;;10,1;14,5;4,5
EEA06;12341;16/5/2014;16;5;2014;12,9;16,4;7,2;55,22;61,52;44,96;3,8;3,4;33,8;W;68;100;32;30,4;13,14;35,36;86,72;55,64;95,64;;;;;;;6,5;16,4;-6,4
EEA06;12342;17/5/2014;17;5;2014;8,8;14,5;4,9;47,84;58,1;40,82;0;1,8;27,4;W;61;80;33;40,71;24,17;40;105,28;75,5;104,01;;;;;;;1;10,5;-8,5
EEA06;12343;18/5/2014;18;5;2014;6,9;9,5;5,3;44,42;49,1;41,54;1,2;0,2;9,7;SE;80;83;71;42,43;32,97;50,95;108,37;91,34;123,71;;;;;;;2,9;6,1;-0,5
EEA06;12344;19/5/2014;19;5;2014;8,9;14,2;6,3;48,02;57,56;43,34;0,2;0;8;SE;79;100;60;36,45;14,13;48,04;97,61;57,43;118,47;;;;;;;4,7;14,2;-1,7
EEA06;12345;20/5/2014;20;5;2014;9,2;11,3;6,8;48,56;52,34;44,24;9,2;0,8;11,3;ESE;84;100;78;33,3;17,99;43,56;91,95;64,39;110,42;;;;;;;6;11,3;2,4
EEA06;12346;21/5/2014;21;5;2014;;;;32;32;32;;;;;;;;-8,78;-8,78;-8,78;16,19;16,19;16,19;;;;;;;-20;-20;-20
EEA06;12347;22/5/2014;22;5;2014;7,7;11,4;5,2;45,86;52,52;41,36;0;1,4;27,4;SSW;74;82;65;41,88;28,77;51,9;107,38;83,78;125,42;;;;;;;2,5;7,8;-1,8
EEA06;12348;23/5/2014;23;5;2014;7,9;14,6;3,5;46,22;58,28;38,3;0;2,9;19,3;NW;74;82;54;41,24;23,25;56,21;106,24;73,85;133,19;;;;;;;2,7;11;-5,7
EEA06;12349;24/5/2014;24;5;2014;9,3;16,7;3,2;48,74;62,06;37,76;0;0,3;9,7;NW;70;80;52;38,16;21,94;56,48;100,69;71,49;133,66;;;;;;;3,3;12,7;-6,4
EEA06;12350;25/5/2014;25;5;2014;11,7;17,5;6,4;53,06;63,5;43,52;0;1,6;29;W;57;75;40;34,11;22,91;41,7;93,4;73,24;107,06;;;;;;;3,1;12,5;-5,6
EEA06;12351;26/5/2014;26;5;2014;10,6;18,1;4,8;51,08;64,58;40,64;0;1,1;17,7;NW;65;80;36;35,79;21,23;42,56;96,43;70,22;108,61;;;;;;;3,6;14,1;-8
EEA06;12352;27/5/2014;27;5;2014;11,1;18,3;5,1;51,98;64,94;41,18;0;0;8;NNW;68;79;44;34,09;21,46;46,94;93,37;70,63;116,49;;;;;;;4,7;14,1;-6,1
EEA06;12353;28/5/2014;28;5;2014;12,7;18,6;8,2;54,86;65,48;46,76;0;1;19,3;N;73;80;56;29,48;21,11;42,18;85,06;70,01;107,93;;;;;;;7,3;14,6;-0,6
EEA06;12354;29/5/2014;29;5;2014;13,1;18,9;9,7;55,58;66,02;49,46;0;1,6;20,9;NW;63;79;45;30,95;21,35;36,81;87,72;70,42;98,27;;;;;;;5,7;14,7;-1,3
EEA06;12355;30/5/2014;30;5;2014;10,4;17;4,9;50,72;62,6;40,82;0;0,8;11,3;NNW;61;79;38;36,71;22,06;43,78;98,07;71,71;110,81;;;;;;;2,6;12,8;-7,5
EEA06;12356;31/5/2014;31;5;2014;9,4;18,2;2,2;48,92;64,76;35,96;0;1;12,9;NNW;64;80;36;38,91;21,2;48,46;102,03;70,17;119,23;;;;;;;2,2;14,2;-10,6
EEA06;12357;1/6/2014;1;6;2014;9,4;15,2;3,3;48,92;59,36;37,94;0;1,1;11,3;NNW;70;79;54;37,89;23,67;56,92;100,2;74,61;134,45;;;;;;;3,4;11;-5,9
EEA06;12358;2/6/2014;2;6;2014;10,9;14,7;4,8;51,62;58,46;40,64;0;0,5;11,3;NNW;73;80;65;33,29;23,91;53,36;91,93;75,03;128,06;;;;;;;5,5;10,7;-2,2
EEA06;12359;3/6/2014;3;6;2014;12,1;16,4;8,4;53,78;61,52;47,12;0;0;4,8;WSW;76;91;70;29,69;17,74;40,73;85,43;63,93;105,31;;;;;;;7,3;14,6;2,4
EEA06;12360;4/6/2014;4;6;2014;10,5;14,8;6,6;50,9;58,64;43,88;0,4;1,6;22,5;NW;60;100;31;36,54;13,69;35,57;97,77;56,64;96,02;;;;;;;2,5;14,8;-7,2
EEA06;12361;5/6/2014;5;6;2014;8,5;13,3;4,2;47,3;55,94;39,56;0;3,1;32,2;NNW;54;76;28;41,2;27,44;36,62;106,16;81,39;97,91;;;;;;;-0,7;8,5;-10,2
EEA06;12362;6/6/2014;6;6;2014;7,6;15,1;2,9;45,68;59,18;37,22;0;1,9;19,3;N;59;76;33;44,04;24,8;43,96;111,27;76,64;111,13;;;;;;;-0,6;10,3;-10,5
EEA06;12363;7/6/2014;7;6;2014;7,9;12,8;3,4;46,22;55,04;38,12;0;2,3;20,9;NNW;57;78;35;43,08;27,61;44,76;109,54;81,7;112,57;;;;;;;-0,7;8,4;-9,6
EEA06;12364;8/6/2014;8;6;2014;8,6;15,5;3,7;47,48;59,9;38,66;0;2,6;30,6;NNW;55;68;35;41,05;26,45;44,1;105,9;79,61;111,39;;;;;;;-0,4;9,1;-9,3
EEA06;12365;9/6/2014;9;6;2014;10,8;15,2;6,1;51,44;59,36;42,98;0;2,7;22,5;NNW;55;72;39;35,95;25,85;41,78;96,71;78,53;107,21;;;;;;;1,8;9,6;-6,1
EEA06;12366;10/6/2014;10;6;2014;14,8;20,5;10,8;58,64;68,9;51,44;0;5;30,6;N;62;71;50;28,44;23,02;35,59;83,19;73,43;96,06;;;;;;;7,2;14,7;0,8
EEA06;12367;11/6/2014;11;6;2014;12,6;17,9;8,3;54,68;64,22;46,94;0;0,3;11,3;NNW;65;79;47;31,55;21,6;40,29;88,79;70,87;104,52;;;;;;;5,6;13,7;-2,3
EEA06;12368;12/6/2014;12;6;2014;8,5;12,7;2,4;47,3;54,86;36,32;0;0,8;16,1;WSW;59;79;43;41,54;27,41;53,85;106,77;81,34;128,93;;;;;;;0,3;8,5;-9
EEA06;12369;13/6/2014;13;6;2014;4;11,8;-1,1;39,2;53,24;30,02;0;0,6;11,3;SSE;65;83;32;56,4;27,46;51,85;133,53;81,42;125,33;;;;;;;-3;8,4;-14,7
EEA06;12370;14/6/2014;14;6;2014;8,6;14,5;2,4;47,48;58,1;36,32;0;1,4;16,1;N;60;70;45;41,27;27,31;55,26;106,29;81,15;131,47;;;;;;;0,6;8,5;-8,6
EEA06;12371;15/6/2014;15;6;2014;12;16,9;8,5;53,6;62,42;47,3;0;3,2;27,4;NNW;55;69;39;33,57;24,8;37,02;92,42;76,63;98,64;;;;;;;3;10,7;-3,7
EEA06;12372;16/6/2014;16;6;2014;7,7;14,7;1,5;45,86;58,46;34,7;0;0,8;17,7;W;61;78;37;43,79;24,64;51,2;110,83;76,34;124,16;;;;;;;-0,1;10,3;-11,1
EEA06;12373;17/6/2014;17;6;2014;4,1;11,4;-0,8;39,38;52,52;30,56;0;0,6;16,1;SSW;68;81;40;55,95;29,21;60,98;132,72;84,58;141,77;;;;;;;-2,3;7,6;-12,8
EEA06;12374;18/6/2014;18;6;2014;7,3;12,3;-1,8;45,14;54,14;28,76;1,4;1,3;16,1;N;63;81;39;44,95;27,35;63,03;112,91;81,23;145,45;;;;;;;-0,1;8,5;-14
EEA06;12375;19/6/2014;19;6;2014;7,1;15,3;2,1;44,78;59,54;35,78;0;2,6;20,9;NNW;68;79;47;45,13;23,56;57,54;113,23;74,4;135,57;;;;;;;0,7;11,1;-8,5
EEA06;12376;20/6/2014;20;6;2014;7,8;16,4;0,1;46,04;61,52;32,18;0;2,3;16,1;NNW;74;86;52;41,56;19,91;68,01;106,8;67,85;154,41;;;;;;;2,6;13,6;-9,5
EEA06;12377;21/6/2014;21;6;2014;9,4;16,4;2,2;48,92;61,52;35,96;0;0,5;11,3;NNW;80;100;64;34,61;13,14;63,67;94,3;55,64;146,61;;;;;;;5,4;16,4;-5
EEA06;12378;22/6/2014;22;6;2014;10,9;19,2;3,5;51,62;66,56;38,3;0;1,8;19,3;NNW;65;100;33;35,1;14,3;42,72;95,17;57,74;108,9;;;;;;;3,9;19,2;-9,9
EEA06;12379;23/6/2014;23;6;2014;10,6;15,4;4,9;51,08;59,72;40,82;0;1,9;22,5;NNW;57;74;34;36,4;25,05;40,81;97,53;77,09;105,46;;;;;;;2;10,2;-8,3
EEA06;12380;24/6/2014;24;6;2014;8,6;14,1;1,2;47,48;57,38;34,16;0;1;12,9;NNW;55;76;31;41,05;26,16;45,34;105,9;79,09;113,61;;;;;;;-0,4;9,3;-12,6
EEA06;12381;25/6/2014;25;6;2014;7,4;12,3;0,1;45,32;54,14;32,18;0;0,2;8;NNW;64;81;44;44,59;27,35;61,97;112,27;81,23;143,55;;;;;;;0,2;8,5;-11,1
EEA06;12382;26/6/2014;26;6;2014;8,3;13,9;-1,1;46,94;57,02;30,02;0;1,8;19,3;NNW;46;82;28;40;24,2;45,98;104;75,57;114,76;;;;;;;-2,5;10,3;-15,5
EEA06;12383;27/6/2014;27;6;2014;10;16,7;-0,4;50;62,06;31,28;0;1;11,3;NNW;59;81;38;37,75;21,6;57,53;99,94;70,88;135,56;;;;;;;1,8;12,9;-12,8
EEA06;12384;28/6/2014;28;6;2014;9,4;18,3;1,2;48,92;64,94;34,16;0;1;11,3;NNW;61;79;30;39,14;21,46;44,12;102,46;70,63;111,42;;;;;;;1,6;14,1;-12,8
EEA06;12385;29/6/2014;29;6;2014;8,7;16,7;2,8;47,66;62,06;37,04;0;2,3;20,9;N;55;74;29;40,8;23,75;39,96;105,44;74,75;103,92;;;;;;;-0,3;11,5;-11,4
EEA06;12386;30/6/2014;30;6;2014;5,7;13,6;-0,3;42,26;56,48;31,46;0;0,3;8;NNW;71;81;51;49,47;25,07;68,95;121,04;77,13;156,12;;;;;;;-0,1;9,8;-10,1
EEA06;12387;1/7/2014;1;7;2014;5,3;12,8;-0,4;41,54;55,04;31,28;0;0,2;8;NNW;73;82;57;50,55;25,99;72,91;122,99;78,78;163,24;;;;;;;-0,1;9,2;-9
EEA06;12388;2/7/2014;2;7;2014;3,2;9,9;-0,1;37,76;49,82;31,82;1,6;0,6;16,1;NNW;84;100;76;55,54;20,9;74,61;131,97;69,62;166,29;;;;;;;0;9,9;-4,9
EEA06;12389;3/7/2014;3;7;2014;8,6;11,6;2,2;47,48;52,88;35,96;0,2;1;16,1;NNW;56;79;46;41,14;29,61;56,57;106,05;85,3;133,82;;;;;;;-0,2;7,4;-8,6
EEA06;12390;4/7/2014;4;7;2014;5,8;13,5;0,2;42,44;56,3;32,36;0;0,6;12,9;N;64;76;45;49,8;27,1;62,49;121,65;80,79;144,49;;;;;;;-1,4;8,7;-10,8
EEA06;12391;5/7/2014;5;7;2014;3,4;3,8;3,2;38,12;38,84;37,76;0;0,3;16,1;WSW;85;100;80;54,13;41,49;57,24;129,43;106,68;135,03;;;;;;;0,4;3,8;-0,8
EEA06;12392;6/7/2014;6;7;2014;11,1;14,6;2,2;51,98;58,28;35,96;0;2,1;29;W;54;83;39;35,3;22,84;51,2;95,54;73,11;124,17;;;;;;;1,9;11,2;-10
EEA06;12393;7/7/2014;7;7;2014;10,4;12,4;9,1;50,72;54,32;48,38;0;1,4;22,5;NNW;43;57;27;35,01;32,78;29,67;95,01;91,01;85,4;;;;;;;-1;3,8;-5,5
EEA06;12394;8/7/2014;8;7;2014;11,3;12,2;10,1;52,34;53,96;50,18;0;0,2;8;N;69;69;69;33,43;31,52;36,28;92,17;88,73;97,3;;;;;;;5,1;6;3,9
EEA06;12395;9/7/2014;9;7;2014;;;;32;32;32;0;0;3,2;S;29;87;0;45,22;70,35;-8,78;113,4;158,63;16,19;;;;;;;-14,2;-2,6;-20
EEA06;12396;10/7/2014;10;7;2014;9,8;10,9;8,6;49,64;51,62;47,48;0,2;1;11,3;N;82;90;79;32,64;25,66;37,34;90,74;78,19;99,21;;;;;;;6,2;8,9;4,4
EEA06;12397;11/7/2014;11;7;2014;9,9;12,5;5,7;49,82;54,5;42,26;0;1,8;27,4;N;78;80;71;34,08;27,39;49,47;93,34;81,29;121,04;;;;;;;5,5;8,5;-0,1
EEA06;12398;12/7/2014;12;7;2014;10,5;13,3;4,8;50,9;55,94;40,64;0;0,5;9,7;N;71;78;62;34,81;26,73;53,26;94,66;80,11;127,87;;;;;;;4,7;8,9;-2,8
EEA06;12399;13/7/2014;13;7;2014;14,3;16,8;2,6;57,74;62,24;36,68;0;0,2;8;ENE;74;77;73;26,5;22,82;61,79;79,7;73,07;143,22;;;;;;;9,1;12,2;-2,8
EEA06;12400;14/7/2014;14;7;2014;12,9;15,3;11,4;55,22;59,54;52,52;0,2;0,5;8;NW;100;100;94;15,5;13,42;22,08;59,9;56,16;71,75;;;;;;;12,9;15,3;10,2
EEA06;12401;15/7/2014;15;7;2014;12,1;16,8;6,1;53,78;62,24;42,98;0;2,6;30,6;NNW;56;94;36;33,37;16,2;39,93;92,07;61,15;103,87;;;;;;;3,3;15,6;-6,7
EEA06;12402;16/7/2014;16;7;2014;11,8;17,6;7,6;53,24;63,68;45,68;0,2;1,3;12,9;N;63;79;38;33,43;21,73;38,22;92,17;71,11;100,79;;;;;;;4,4;13,4;-4,8
EEA06;12403;17/7/2014;17;7;2014;9,4;13,8;4,7;48,92;56,84;40,46;0;0,6;11,3;NNW;68;81;49;38,31;24,77;50,41;100,96;76,58;122,74;;;;;;;3;10;-5,5
EEA06;12404;18/7/2014;18;7;2014;11,1;21;5,7;51,98;69,8;42,26;0;2,9;22,5;NNW;60;71;39;35,21;23,09;42,66;95,37;73,57;108,78;;;;;;;3,1;15,2;-6,5
EEA06;12405;19/7/2014;19;7;2014;16,4;20,6;5,2;61,52;69,08;41,36;0;0,5;8;NNW;45;66;34;27,38;23,75;40,23;81,29;74,75;104,42;;;;;;;5,4;13,8;-8
EEA06;12406;20/7/2014;20;7;2014;16,8;20,4;9,9;62,24;68,72;49,82;0;0,3;8;NNW;51;72;40;27,07;22,84;34,96;80,73;73,12;94,93;;;;;;;7;14,8;-2,1
